,Model,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2548,Honda Amaze E,Honda,Pune,2016,62000.0,Diesel,Manual,First,25.8,1498.0,98.6,5,6.1
2549,Toyota Innova 2.5,Toyota,Mumbai,2006,127001.0,Diesel,Manual,First,12.8,2494.0,102.0,8,4.95
2550,Hyundai EON D,Hyundai,Hyderabad,2013,84600.0,Petrol,Manual,Second,21.1,814.0,55.2,5,2.5
2551,Datsun redi-GO T,Datsun,Kochi,2018,30953.0,Petrol,Manual,First,22.7,799.0,53.64,5,3.48
2552,Maruti Swift VDI,Maruti,Chennai,2012,78000.0,Diesel,Manual,First,22.9,1248.0,74.0,5,4.4
2553,Mitsubishi Pajero 2.8,Mitsubishi,Hyderabad,2008,85000.0,Diesel,Manual,First,9.5,2835.0,118.6,6,7.99
2554,Volvo S80 D5,Volvo,Hyderabad,2008,79000.0,Diesel,Automatic,First,13.1,2400.0,215.0,5,10.99
2555,Toyota Fortuner 4x2,Toyota,Delhi,2014,79000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7,18.5
2556,Jeep Compass 2.0,Jeep,Coimbatore,2018,48188.0,Diesel,Manual,First,16.3,1956.0,170.0,5,21.69
2557,Maruti Swift Dzire,Maruti,Coimbatore,2014,67557.0,Diesel,Manual,First,23.4,1248.0,74.0,5,5.17
2558,Hyundai Verna 1.6,Hyundai,Delhi,2011,103814.0,Diesel,Manual,Second,22.32,1582.0,126.32,5,4.5
2559,Mahindra Scorpio VLX,Mahindra,Kolkata,2014,45128.0,Diesel,Manual,First,12.05,2179.0,120.0,8,6.75
2560,Hyundai i10 Era,Hyundai,Kochi,2013,56075.0,Petrol,Manual,First,19.81,1086.0,68.05,5,3.12
2561,Toyota Innova 2.5,Toyota,Hyderabad,2011,166000.0,Diesel,Manual,First,12.99,2494.0,100.6,8,8.25
2562,Toyota Innova Crysta,Toyota,Coimbatore,2017,65367.0,Diesel,Automatic,First,11.36,2755.0,171.5,7,20.14
2563,Toyota Innova 2.5,Toyota,Hyderabad,2013,114708.0,Diesel,Manual,First,12.99,2494.0,100.0,8,12.6
2564,Maruti Swift Dzire,Maruti,Kochi,2015,35082.0,Diesel,Manual,First,23.4,1248.0,74.0,5,6.61
2565,Hyundai Creta 1.6,Hyundai,Kochi,2016,38593.0,Diesel,Automatic,First,17.01,1582.0,126.2,5,13.23
2566,Toyota Innova 2.5,Toyota,Mumbai,2008,70700.0,Diesel,Manual,First,12.99,2494.0,100.0,8,4.75
2567,Volkswagen Vento Diesel,Volkswagen,Mumbai,2011,83000.0,Diesel,Manual,Second,20.54,1598.0,103.6,5,2.9
2568,Mahindra Ssangyong Rexton,Mahindra,Kochi,2014,91586.0,Diesel,Automatic,Second,11.18,2696.0,184.0,7,9.47
2569,Hyundai i10 Magna,Hyundai,Mumbai,2008,38235.0,Petrol,Manual,First,20.36,1197.0,78.9,5,1.95
2570,Hyundai i10 Sportz,Hyundai,Kolkata,2011,37000.0,Petrol,Manual,First,20.36,1197.0,78.9,5,2.2
2571,Hyundai Santro Xing,Hyundai,Mumbai,2006,50888.0,Petrol,Manual,First,17.0,1086.0,88.0,5,1.15
2572,Honda Amaze S,Honda,Bangalore,2013,44000.0,Petrol,Manual,Second,18.0,1198.0,86.7,5,4.35
2573,Maruti Celerio ZXI,Maruti,Pune,2016,54000.0,Petrol,Automatic,First,23.1,998.0,67.04,5,4.5
2574,Hyundai Grand i10,Hyundai,Chennai,2013,90000.0,Petrol,Manual,First,18.9,1197.0,82.0,5,3.55
2575,Maruti Swift Dzire,Maruti,Kolkata,2015,35000.0,Diesel,Manual,First,19.3,1248.0,73.9,5,4.75
2576,Hyundai i10 Sportz,Hyundai,Coimbatore,2012,47324.0,Petrol,Manual,Second,20.36,1197.0,78.9,5,4.52
2577,BMW X1 sDrive,BMW,Mumbai,2012,65148.0,Diesel,Automatic,First,15.06,1995.0,177.0,5,12.75
2578,Audi A4 2.0,Audi,Coimbatore,2014,57773.0,Diesel,Automatic,Second,17.11,1968.0,174.33,5,20.04
2579,Nissan Terrano XL,Nissan,Bangalore,2014,87000.0,Diesel,Manual,First,20.45,1461.0,83.8,5,6.5
2580,Mitsubishi Montero 3.2,Mitsubishi,Chennai,2007,179032.0,Diesel,Manual,First,11.56,3200.0,199.3,7,7.5
2581,Maruti Wagon R,Maruti,Mumbai,2016,8000.0,Petrol,Automatic,First,22.5,998.0,67.0,5,4.15
2582,Honda Civic 2006-2010,Honda,Hyderabad,2007,77000.0,Petrol,Manual,First,13.5,1799.0,130.0,5,2.5
2583,Hyundai i20 2015-2017,Hyundai,Pune,2016,20600.0,Petrol,Manual,First,18.6,1197.0,81.83,5,5.4
2584,Maruti Alto K10,Maruti,Mumbai,2016,13198.0,Petrol,Manual,First,24.07,998.0,67.1,5,3.15
2585,Audi Q7 35,Audi,Bangalore,2015,21000.0,Diesel,Automatic,Second,12.07,2967.0,241.4,7,52.5
2586,Hyundai i20 Sportz,Hyundai,Delhi,2016,38000.0,Petrol,Manual,First,18.6,1197.0,81.83,5,5.95
2587,Tata Tiago AMT,Tata,Coimbatore,2019,15379.0,Petrol,Automatic,First,23.84,1199.0,83.83,5,6.97
2588,Hyundai i10 Sportz,Hyundai,Hyderabad,2011,60000.0,Petrol,Manual,First,20.36,1197.0,78.9,5,3.2
2589,Hyundai Santro Xing,Hyundai,Pune,2007,70000.0,Petrol,Manual,First,0.0,1086.0,88.0,5,1.12
2590,Renault Duster 85PS,Renault,Bangalore,2013,75371.0,Diesel,Manual,First,20.46,1461.0,83.8,5,6.69
2591,Tata Xenon XT,Tata,Bangalore,2014,60000.0,Diesel,Manual,Second,13.49,2179.0,138.03,5,5.9
2592,Hyundai i20 Magna,Hyundai,Kolkata,2009,30675.0,Petrol,Manual,First,18.5,1197.0,80.0,5,2.25
2593,Maruti Swift Dzire,Maruti,Kolkata,2013,22000.0,Diesel,Manual,First,23.4,1248.0,74.0,5,4.5
2594,Hyundai EON Magna,Hyundai,Pune,2015,55000.0,Petrol,Manual,First,22.0,814.0,55.0,5,2.61
2595,Mercedes-Benz New C-Class,Mercedes-Benz,Jaipur,2010,74213.0,Diesel,Automatic,First,14.84,2143.0,170.0,5,11.5
2596,Mini Cooper Convertible,Mini,Mumbai,2016,15000.0,Petrol,Automatic,First,16.82,1998.0,189.08,4,35.0
2597,Tata Nano Cx,Tata,Jaipur,2010,57000.0,Petrol,Manual,First,26.0,624.0,35.0,4,0.5
2598,Maruti Ciaz ZDi,Maruti,Kolkata,2015,62144.0,Diesel,Manual,Second,26.21,1248.0,88.5,5,5.75
2599,Hyundai Verna CRDi,Hyundai,Pune,2017,50000.0,Diesel,Manual,First,22.0,1582.0,126.2,5,11.5
2600,Hyundai EON Era,Hyundai,Jaipur,2015,38000.0,Petrol,Manual,First,21.1,814.0,55.2,5,2.75
2601,BMW 5 Series,BMW,Chennai,2016,30000.0,Diesel,Automatic,Second,18.12,1995.0,190.0,5,31.5
2602,Honda Brio S,Honda,Kochi,2016,38735.0,Petrol,Manual,First,19.4,1198.0,86.8,5,4.92
2603,Maruti Ritz VDi,Maruti,Pune,2012,23598.0,Diesel,Manual,First,23.2,1248.0,73.94,5,3.52
2604,BMW 3 Series,BMW,Chennai,2014,70000.0,Diesel,Automatic,First,18.88,1995.0,184.0,5,17.55
2605,Maruti Swift Dzire,Maruti,Pune,2016,39000.0,Diesel,Manual,First,26.59,1248.0,74.0,5,5.8
2606,Maruti Swift Dzire,Maruti,Hyderabad,2013,84175.0,Diesel,Manual,First,23.4,1248.0,74.0,5,6.95
2607,Renault Scala RxL,Renault,Kolkata,2013,45000.0,Petrol,Manual,First,16.95,1498.0,97.6,5,2.4
2608,Chevrolet Cruze LTZ,Chevrolet,Mumbai,2013,59302.0,Diesel,Automatic,First,14.39,1998.0,163.7,5,5.25
2609,Maruti Swift Dzire,Maruti,Ahmedabad,2012,55002.0,Petrol,Manual,First,17.5,1298.0,85.8,5,4.25
2610,Tata Indigo CS,Tata,Jaipur,2008,128813.0,Diesel,Manual,First,19.09,1396.0,69.0,5,1.5
2611,Hyundai Grand i10,Hyundai,Jaipur,2016,46522.0,Diesel,Manual,First,24.0,1120.0,70.0,5,4.5
2612,Tata Indica Vista,Tata,Pune,2014,180000.0,Diesel,Manual,First,22.3,1248.0,74.0,5,2.5
2613,Ford Fiesta 1.4,Ford,Chennai,2006,89326.0,Diesel,Manual,Third,17.8,1399.0,68.0,5,1.55
2614,Renault Duster 85PS,Renault,Pune,2016,54000.0,Diesel,Manual,First,19.87,1461.0,83.8,5,6.5
2615,BMW 5 Series,BMW,Pune,2012,95000.0,Diesel,Automatic,Second,18.48,1461.0,83.8,5,18.0
2616,Hyundai Grand i10,Hyundai,Kochi,2015,66337.0,Diesel,Manual,First,24.0,1120.0,70.0,5,4.96
2617,Honda Brio S,Honda,Bangalore,2012,60000.0,Petrol,Manual,First,19.4,1198.0,86.8,5,3.25
2618,Audi A4 1.8,Audi,Kolkata,2010,38001.0,Petrol,Automatic,First,12.3,1781.0,163.2,5,8.5
2619,Maruti Alto 800,Maruti,Bangalore,2014,73000.0,Petrol,Manual,Second,24.7,796.0,47.3,5,2.75
2620,Hyundai Verna Transform,Hyundai,Bangalore,2011,61000.0,Petrol,Manual,Second,16.2,1599.0,103.2,5,3.4
2621,Maruti Ertiga ZDI,Maruti,Hyderabad,2013,120000.0,Diesel,Manual,First,20.77,1248.0,88.8,7,7.0
2622,Chevrolet Optra Magnum,Chevrolet,Kochi,2012,71787.0,Petrol,Manual,First,12.9,1598.0,102.5,5,3.21
2623,Hyundai Creta 1.6,Hyundai,Coimbatore,2016,11554.0,Diesel,Manual,First,19.67,1582.0,126.2,5,14.25
2624,Volkswagen Vento 1.5,Volkswagen,Hyderabad,2014,90000.0,Diesel,Manual,First,20.34,1498.0,103.2,5,6.5
2625,Honda City i,Honda,Kolkata,2014,48104.0,Petrol,Manual,First,17.4,1497.0,117.3,5,5.49
2626,Hyundai Getz GLS,Hyundai,Pune,2005,91000.0,Petrol,Manual,Third,16.8,1341.0,83.0,5,0.8
2627,Hyundai Santro Xing,Hyundai,Kochi,2007,58815.0,Petrol,Manual,First,17.0,1086.0,88.0,5,1.99
2628,Hyundai Grand i10,Hyundai,Coimbatore,2015,33931.0,Petrol,Automatic,Second,18.9,1197.0,82.0,5,5.91
2629,Hyundai Grand i10,Hyundai,Coimbatore,2019,13916.0,Petrol,Manual,First,18.9,1197.0,81.86,5,6.44
2630,Maruti Wagon R,Maruti,Pune,2012,90400.0,CNG,Manual,First,26.2,998.0,58.2,5,2.9
2631,Hyundai Grand i10,Hyundai,Jaipur,2015,14000.0,Petrol,Manual,First,18.9,1197.0,82.0,5,4.6
2632,Maruti Swift VDI,Maruti,Pune,2007,121000.0,Diesel,Manual,Second,17.8,1248.0,88.0,5,2.35
2633,Hyundai i20 Asta,Hyundai,Coimbatore,2016,17560.0,Petrol,Manual,First,18.6,1197.0,81.83,5,7.21
2634,Renault Duster 85PS,Renault,Pune,2016,60000.0,Diesel,Manual,First,19.87,1461.0,83.8,5,8.0
2635,Maruti Swift Dzire,Maruti,Hyderabad,2009,88096.0,Diesel,Manual,Second,19.3,1248.0,73.9,5,3.5
2636,Toyota Innova 2.5,Toyota,Pune,2008,178280.0,Diesel,Manual,First,12.8,2494.0,102.0,8,5.9
2637,Tata Nano Twist,Tata,Coimbatore,2015,19963.0,Petrol,Manual,Second,25.4,624.0,37.5,4,1.74
2638,Ford Figo 2015-2019,Ford,Mumbai,2019,1000.0,Petrol,Manual,First,18.12,1196.0,86.8,5,6.8
2639,Hyundai i20 1.2,Hyundai,Jaipur,2017,8000.0,Petrol,Manual,First,18.6,1197.0,81.83,5,7.5
2640,Honda BRV i-VTEC,Honda,Pune,2016,9200.0,Petrol,Manual,First,15.4,1497.0,117.3,7,8.0
2641,Honda Amaze S,Honda,Hyderabad,2015,29000.0,Diesel,Manual,First,27.4,1498.0,98.6,5,5.99
2642,Hyundai Creta 1.6,Hyundai,Mumbai,2017,27000.0,Diesel,Manual,First,19.67,1582.0,126.2,5,12.9
2643,Maruti Baleno Zeta,Maruti,Delhi,2018,22900.0,Petrol,Manual,First,21.4,1197.0,83.1,5,7.0
2644,Audi Q5 2.0,Audi,Hyderabad,2014,50000.0,Diesel,Automatic,First,14.16,1968.0,174.3,5,35.0
2645,Honda Amaze S,Honda,Jaipur,2015,60207.0,Diesel,Manual,First,25.8,1498.0,98.6,5,5.5
2646,BMW X5 3.0d,BMW,Coimbatore,2010,101119.0,Diesel,Automatic,First,11.0,2993.0,235.0,5,18.46
2647,Ford Figo Petrol,Ford,Jaipur,2010,42000.0,Petrol,Manual,First,15.6,1196.0,70.0,5,2.4
2648,Maruti Wagon R,Maruti,Pune,2002,93000.0,Petrol,Manual,Third,18.9,998.0,67.1,5,1.0
2649,Hyundai i10 Era,Hyundai,Ahmedabad,2012,60000.0,Petrol,Manual,Second,19.81,1086.0,68.05,5,2.65
2650,Skoda Rapid 1.5,Skoda,Kochi,2015,66122.0,Diesel,Automatic,First,21.66,1498.0,103.52,5,5.96
2651,Porsche Panamera Diesel,Porsche,Kolkata,2015,25100.0,Diesel,Automatic,First,17.85,2967.0,300.0,4,75.0
2652,Mercedes-Benz CLA 200,Mercedes-Benz,Kochi,2017,24733.0,Petrol,Automatic,First,15.04,1991.0,183.0,5,27.15
2653,Audi A6 2.8,Audi,Ahmedabad,2008,41000.0,Petrol,Automatic,Second,10.4,2773.0,201.0,5,10.5
2654,Maruti Ciaz ZXi,Maruti,Chennai,2015,30000.0,Petrol,Manual,First,20.73,1373.0,91.1,5,6.7
2655,Ford Ecosport 1.5,Ford,Kolkata,2013,36000.0,Diesel,Manual,First,22.7,1498.0,89.84,5,4.9
2656,Mahindra Bolero mHAWK,Mahindra,Hyderabad,2017,40279.0,Diesel,Manual,First,16.5,1493.0,70.0,7,8.0
2657,Maruti Alto K10,Maruti,Kochi,2018,46805.0,Petrol,Manual,First,24.07,998.0,67.1,5,3.63
2658,Maruti Swift Dzire,Maruti,Mumbai,2015,60000.0,Petrol,Manual,First,17.5,1197.0,85.8,5,4.8
2659,Tata Zest Revotron,Tata,Mumbai,2017,100000.0,Petrol,Manual,First,17.57,1193.0,88.7,5,4.25
2660,Maruti Swift 1.3,Maruti,Kolkata,2014,32986.0,Petrol,Manual,First,16.1,1193.0,88.7,5,4.24
2661,Ford Endeavour 3.2,Ford,Coimbatore,2018,51530.0,Diesel,Automatic,First,10.91,3198.0,197.2,7,30.27
2662,Mercedes-Benz New C-Class,Mercedes-Benz,Jaipur,2013,81456.0,Diesel,Manual,First,15.8,2148.0,170.0,5,14.25
2663,Hyundai i10 Sportz,Hyundai,Ahmedabad,2012,37229.0,Petrol,Automatic,First,16.95,1197.0,78.9,5,3.41
2664,Honda City 1.5,Honda,Delhi,2009,73200.0,Petrol,Manual,First,17.0,1497.0,118.0,5,2.78
2665,Skoda Octavia Elegance,Skoda,Ahmedabad,2015,71826.0,Diesel,Automatic,First,19.3,1968.0,141.0,5,15.5
2666,Tata Indica V2,Tata,Chennai,2017,129000.0,Diesel,Manual,First,25.0,1396.0,69.0,5,3.0
2667,Maruti Wagon R,Maruti,Pune,2012,82000.0,Petrol,Manual,First,18.9,998.0,67.1,5,2.3
2668,Hyundai Creta 1.6,Hyundai,Kochi,2017,40459.0,Diesel,Manual,First,19.67,1582.0,126.2,5,13.28
2669,Maruti A-Star Lxi,Maruti,Hyderabad,2009,61964.0,Petrol,Manual,First,19.0,998.0,66.1,5,2.25
2670,Maruti Wagon R,Maruti,Kochi,2011,15466.0,Petrol,Manual,First,22.5,998.0,67.04,5,3.36
2671,Honda Mobilio E,Honda,Kolkata,2014,23000.0,Petrol,Manual,First,17.3,1497.0,117.3,7,4.25
2672,Hyundai i10 Magna,Hyundai,Coimbatore,2012,43766.0,Petrol,Manual,First,20.36,1197.0,78.9,5,4.3
2673,Skoda Superb 3.6,Skoda,Hyderabad,2010,54000.0,Petrol,Automatic,First,0.0,3597.0,262.6,5,6.0
2674,Hyundai i20 1.4,Hyundai,Coimbatore,2018,18521.0,Diesel,Manual,First,22.54,1396.0,88.73,5,9.18
2675,Maruti Celerio ZXI,Maruti,Hyderabad,2017,26400.0,Petrol,Manual,First,23.1,998.0,67.04,5,4.99
2676,Skoda Laura 1.8,Skoda,Pune,2011,31900.0,Petrol,Manual,First,13.4,1798.0,157.8,5,3.75
2677,Ford Figo Diesel,Ford,Chennai,2010,39000.0,Diesel,Manual,First,20.0,1399.0,68.0,5,2.5
2678,Honda Jazz 1.5,Honda,Hyderabad,2016,45671.0,Diesel,Manual,First,27.3,1498.0,98.6,5,7.2
2679,Mercedes-Benz E-Class 2015-2017,Mercedes-Benz,Ahmedabad,2016,39500.0,Diesel,Automatic,First,15.0,2143.0,204.0,5,29.5
2680,Mercedes-Benz GLA Class,Mercedes-Benz,Chennai,2015,54000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5,17.55
2681,Volvo S60 D3,Volvo,Chennai,2012,20000.0,Diesel,Automatic,First,18.5,1985.0,163.0,5,12.0
2682,Audi A8 L,Audi,Bangalore,2009,55000.0,Diesel,Automatic,First,11.8,2967.0,246.7,5,13.5
2683,Hyundai Verna 1.6,Hyundai,Kolkata,2014,48000.0,Diesel,Automatic,First,22.32,1582.0,126.32,5,5.1
2684,BMW 3 Series,BMW,Kolkata,2011,70000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5,10.3
2685,Hyundai Verna 1.6,Hyundai,Delhi,2014,62000.0,Diesel,Manual,First,22.32,1582.0,126.32,5,5.7
2686,Maruti Wagon R,Maruti,Kochi,2014,41994.0,Petrol,Manual,First,22.5,998.0,67.04,5,3.41
2687,Ford Figo Diesel,Ford,Hyderabad,2010,108882.0,Diesel,Manual,Second,20.0,1399.0,68.0,5,2.4
2688,Mahindra KUV 100,Mahindra,Coimbatore,2017,24806.0,Petrol,Manual,First,18.15,1198.0,82.0,6,5.6
2689,Tata Indigo LS,Tata,Pune,2006,160000.0,Diesel,Manual,First,17.0,1405.0,70.0,5,1.0
2690,Mahindra TUV 300,Mahindra,Hyderabad,2017,30000.0,Diesel,Automatic,First,18.49,1493.0,100.0,7,8.2
2691,Audi Q3 35,Audi,Bangalore,2015,51000.0,Diesel,Automatic,First,15.17,1968.0,181.0,5,27.5
2692,Maruti Wagon R,Maruti,Jaipur,2015,64876.0,Petrol,Manual,First,21.5,1197.0,81.8,5,3.5
2693,Maruti Celerio CNG,Maruti,Kochi,2016,70536.0,CNG,Manual,First,31.79,998.0,58.33,5,4.58
2694,Maruti Vitara Brezza,Maruti,Coimbatore,2017,25299.0,Diesel,Manual,First,24.3,1248.0,88.5,5,10.34
2695,Mahindra Scorpio DX,Mahindra,Mumbai,2006,89869.0,Diesel,Manual,First,12.7,2609.0,116.6,8,3.25
2696,Hyundai Tucson CRDi,Hyundai,Jaipur,2007,103515.0,Diesel,Manual,Third,12.6,1991.0,112.0,7,5.0
2697,Hyundai Santro Xing,Hyundai,Hyderabad,2008,68282.0,Petrol,Manual,First,17.92,1086.0,62.1,5,2.25
2698,Porsche Panamera Diesel,Porsche,Kochi,2014,60033.0,Diesel,Automatic,First,18.18,2967.0,250.0,4,51.52
2699,Maruti Vitara Brezza,Maruti,Kochi,2018,51921.0,Diesel,Manual,First,24.3,1248.0,88.5,5,8.62
2700,Maruti Swift Dzire,Maruti,Mumbai,2017,18414.0,Diesel,Manual,First,23.4,1248.0,74.0,5,7.25
2701,Honda Amaze V,Honda,Kochi,2016,40866.0,Petrol,Manual,First,19.5,1199.0,86.76,5,5.47
2702,Jaguar XF 2.2,Jaguar,Pune,2014,55001.0,Diesel,Automatic,First,16.36,2179.0,187.7,5,31.0
2703,Mini Cooper Convertible,Mini,Kochi,2017,20469.0,Petrol,Automatic,First,16.82,1998.0,189.08,4,35.98
2704,Hyundai EON Era,Hyundai,Jaipur,2017,8500.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.42
2705,Audi A6 3.0,Audi,Ahmedabad,2008,45000.0,Diesel,Automatic,Second,16.77,2967.0,241.38,5,11.5
2706,Hyundai i20 Active,Hyundai,Pune,2016,6000.0,Petrol,Manual,First,17.19,1197.0,81.86,5,7.25
2707,Maruti Swift AMT,Maruti,Chennai,2018,11000.0,Diesel,Manual,First,28.4,1248.0,74.0,5,8.0
2708,Ford Ecosport 1.5,Ford,Kochi,2015,80064.0,Diesel,Manual,First,22.7,1498.0,89.84,5,7.33
2709,Maruti Wagon R,Maruti,Kolkata,2016,29930.0,Petrol,Manual,First,18.9,998.0,67.1,5,3.35
2710,Volkswagen Vento 1.5,Volkswagen,Mumbai,2013,49105.0,Diesel,Manual,First,20.34,1498.0,103.2,5,4.4
2711,Toyota Etios VX,Toyota,Kolkata,2012,55000.0,Petrol,Manual,First,17.6,1496.0,88.7,5,2.99
2712,Honda Jazz 1.2,Honda,Bangalore,2015,23000.0,Petrol,Manual,First,18.7,1199.0,88.7,5,5.6
2713,Volkswagen CrossPolo 1.5,Volkswagen,Coimbatore,2016,54727.0,Diesel,Manual,First,20.14,1498.0,88.73,5,6.63
2714,Volkswagen Ameo 1.5,Volkswagen,Kochi,2018,31426.0,Diesel,Manual,First,21.66,1498.0,108.62,5,7.9
2715,Honda City V,Honda,Kochi,2015,53442.0,Petrol,Manual,First,16.8,1497.0,116.3,5,7.0
2716,Honda Brio VX,Honda,Hyderabad,2014,28000.0,Petrol,Automatic,First,16.5,1198.0,86.8,5,4.95
2717,Skoda Rapid 1.6,Skoda,Mumbai,2017,13412.0,Petrol,Automatic,First,14.3,1598.0,103.52,5,9.19
2718,Hyundai Verna CRDi,Hyundai,Hyderabad,2011,70000.0,Diesel,Manual,First,16.8,1493.0,110.0,5,5.1
2719,Hyundai i20 Active,Hyundai,Jaipur,2015,81310.0,Diesel,Manual,First,21.19,1396.0,88.76,5,5.9
2720,Maruti Baleno Alpha,Maruti,Kochi,2019,13574.0,Petrol,Automatic,First,21.4,1197.0,83.1,5,9.51
2721,Honda CR-V 2.4L,Honda,Mumbai,2008,75000.0,Petrol,Manual,Second,11.1,2354.0,158.8,5,3.9
2722,Maruti Swift Dzire,Maruti,Coimbatore,2014,58310.0,Petrol,Manual,Second,19.1,1197.0,85.8,5,5.39
2723,Maruti Swift Dzire,Maruti,Pune,2009,90000.0,Diesel,Manual,Second,19.3,1248.0,73.9,5,3.0
2724,Maruti Swift Dzire,Maruti,Jaipur,2012,83000.0,Diesel,Manual,First,23.4,1248.0,74.0,5,4.3
2725,Maruti Swift Dzire,Maruti,Jaipur,2017,37282.0,Petrol,Manual,First,20.85,1197.0,83.14,5,6.75
2726,Hyundai Grand i10,Hyundai,Jaipur,2017,23000.0,Petrol,Manual,First,18.9,1197.0,82.0,5,4.5
2727,Ford Fiesta 1.4,Ford,Chennai,2010,82000.0,Diesel,Manual,First,17.8,1399.0,68.0,5,2.75
2728,Hyundai Verna 1.6,Hyundai,Chennai,2016,31000.0,Diesel,Manual,First,23.9,1582.0,126.2,5,9.0
2729,Maruti Wagon R,Maruti,Jaipur,2001,200000.0,Petrol,Manual,First,12.0,1582.0,126.2,5,0.7
2730,Ford Figo Diesel,Ford,Delhi,2014,45001.0,Diesel,Manual,Second,20.0,1399.0,68.05,5,2.55
2731,Tata Manza Aqua,Tata,Coimbatore,2014,50446.0,Diesel,Manual,First,21.12,1248.0,88.8,5,3.54
2732,Honda Civic 2006-2010,Honda,Ahmedabad,2009,89000.0,Petrol,Manual,First,13.5,1799.0,130.0,5,4.25
2733,Maruti Alto LX,Maruti,Ahmedabad,2007,72000.0,Petrol,Manual,Second,19.7,796.0,46.3,5,1.2
2734,BMW 5 Series,BMW,Ahmedabad,2013,90000.0,Diesel,Automatic,First,22.48,1995.0,190.0,5,19.5
2735,Mahindra XUV500 W8,Mahindra,Bangalore,2015,76000.0,Diesel,Manual,Second,16.0,2179.0,140.0,7,12.0
2736,Maruti Ritz VDi,Maruti,Hyderabad,2012,78401.0,Diesel,Manual,First,23.2,1248.0,73.94,5,3.9
2737,Maruti Vitara Brezza,Maruti,Kochi,2017,38426.0,Diesel,Manual,First,24.3,1248.0,88.5,5,9.13
2738,Maruti Eeco 7,Maruti,Pune,2011,45000.0,Petrol,Manual,First,15.1,1196.0,73.0,7,2.25
2739,Maruti Swift Dzire,Maruti,Mumbai,2012,83000.0,Petrol,Manual,First,17.5,1197.0,85.8,5,3.25
2740,Hyundai Creta 1.6,Hyundai,Coimbatore,2017,50170.0,Diesel,Automatic,First,17.01,1582.0,126.2,5,14.79
2741,Maruti Wagon R,Maruti,Mumbai,2010,37822.0,Petrol,Manual,First,22.5,998.0,67.04,5,2.35
2742,Maruti Celerio ZDi,Maruti,Kolkata,2015,33517.0,Diesel,Manual,First,27.62,793.0,47.0,5,3.1
2743,Hyundai Santa Fe,Hyundai,Delhi,2014,110000.0,Diesel,Automatic,First,13.01,2199.0,194.3,7,12.9
2744,Hyundai EON D,Hyundai,Kolkata,2017,60000.0,Petrol,Manual,First,21.1,814.0,55.2,5,2.5
2745,Hyundai i20 Sportz,Hyundai,Delhi,2013,92408.0,Petrol,Manual,First,18.5,1197.0,82.85,5,3.65
2746,Hyundai Verna 1.6,Hyundai,Bangalore,2014,45000.0,Petrol,Manual,First,17.1,1591.0,121.3,5,7.5
2747,Honda Brio S,Honda,Kochi,2013,33793.0,Petrol,Manual,First,18.4,1198.0,86.8,5,3.74
2748,Maruti Swift VXI,Maruti,Kochi,2017,26327.0,Petrol,Manual,First,20.4,1197.0,81.8,5,5.86
2749,Mercedes-Benz New C-Class,Mercedes-Benz,Coimbatore,2018,20604.0,Diesel,Automatic,First,19.27,2143.0,167.62,5,39.62
2750,Maruti Swift VDI,Maruti,Coimbatore,2018,61386.0,Diesel,Manual,First,25.2,1248.0,74.0,5,7.05
2751,Maruti Swift AMT,Maruti,Delhi,2018,11500.0,Diesel,Automatic,First,28.4,1248.0,74.0,5,7.5
2752,Chevrolet Beat Diesel,Chevrolet,Chennai,2012,58000.0,Diesel,Manual,First,25.44,936.0,57.6,5,2.1
2753,Skoda Superb Elegance,Skoda,Delhi,2014,38000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5,11.6
2754,Mercedes-Benz New C-Class,Mercedes-Benz,Bangalore,2012,49000.0,Diesel,Automatic,Second,14.84,2143.0,167.62,5,19.25
2755,Toyota Innova Crysta,Toyota,Coimbatore,2017,72202.0,Diesel,Manual,First,13.68,2393.0,147.8,8,17.92
2756,Hyundai i10 Sportz,Hyundai,Kolkata,2016,7000.0,Petrol,Manual,First,20.36,1197.0,78.9,5,3.6
2757,Honda Amaze S,Honda,Ahmedabad,2014,20000.0,Diesel,Manual,Second,25.8,1498.0,98.6,5,4.5
2758,Hyundai i20 Magna,Hyundai,Hyderabad,2017,14061.0,Diesel,Manual,First,21.9,1396.0,88.76,5,7.4
2759,Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2018,30706.0,Diesel,Automatic,First,11.57,2987.0,254.79,5,59.29
2760,Mahindra Scorpio 2009-2014,Mahindra,Kolkata,2011,51387.0,Diesel,Manual,First,12.05,2179.0,120.0,7,5.5
2761,Hyundai Getz GLE,Hyundai,Bangalore,2006,44000.0,Petrol,Manual,Second,15.3,1341.0,83.0,5,1.75
2762,Maruti Baleno Alpha,Maruti,Mumbai,2016,12208.0,Petrol,Manual,First,21.4,1197.0,83.1,5,6.75
2763,Chevrolet Optra Magnum,Chevrolet,Chennai,2011,55000.0,Diesel,Manual,First,16.52,1991.0,123.7,5,3.95
2764,Hyundai Verna 1.6,Hyundai,Mumbai,2011,61600.0,Petrol,Manual,First,17.1,1591.0,121.3,5,4.2
